IIIF_Prent,Onderdeel,Onderdeel_AAT,Titel_Fabel,Aap,Ezel,Kip,Slang,Vos,Objecttype,Objecttype_AAT,Afmeting_optioneel,Kunstenaar1_VN,Kunstenaar1_AN,Kunstenaar1_AR,Kunstenaar1_RL,Kunstenaar2_VN,Kunstenaar2_AN,Kunstenaar2_AR,Kunstenaar2_RL,c:loi,c:loi (convoluut),o:loi,Korte titel,Pagina,Maker1_VN,Maker1_AN,Maker1_AR,Maker1_RL,Maker2_VN,Maker2_AN,Maker2_AR,Maker2_RL,Maker3_VN,Maker3_AN,Maker3_AR,Maker3_RL,Plaats_Uitgave,Datering,Manifest,Plaatskenmerk,PermalinkAnet_Boek
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000039/379,442,980,877/max/0/default.jpg",Figuur (illustratie),300188975,Les Voleurs & l'Ane,,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,28,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000044/334,485,985,827/max/0/default.jpg",Figuur (illustratie),300188975,Le Renard & la Cicogne,,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,38,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000046/385,457,971,845/max/0/default.jpg",Figuur (illustratie),300188975,Le Coq & la Perle,,,4,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,42,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000051/356,442,966,851/max/0/default.jpg",Figuur (illustratie),300188975,Le Loup plaidant contre le Renard par devant le Singe,1,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,52,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000058/393,444,979,841/max/0/default.jpg",Figuur (illustratie),300188975,"L'Ane chargé d'éponges , & l'Ane chargé de sel",,2,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,66,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000062/379,437,979,878/max/0/default.jpg",Figuur (illustratie),300188975,Le Coq & le Renard,,,1,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,74,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000066/358,446,1012,848/max/0/default.jpg",Figuur (illustratie),300188975,Le Lion & l'Ane chassant,,1,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,82,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000069/344,442,1001,819/max/0/default.jpg",Figuur (illustratie),300188975,"Le Meunier , son Fils , & l'Ane",,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,88,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000074/351,443,1003,834/max/0/default.jpg",Figuur (illustratie),300188975,Le Renard & le Bouc,,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,98,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000079/1428,403,1007,861/max/0/default.jpg",Figuur (illustratie),300188975,Le Renard & les Raisins,,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,109,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000095/482,438,989,846/max/0/default.jpg",Figuur (illustratie),300188975,L'Ane & le petit Chien,,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,152,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000097/1527,430,1004,842/max/0/default.jpg",Figuur (illustratie),300188975,Le Singe & le Dauphin,1,,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,157,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000102/1550,401,972,858/max/0/default.jpg",Figuur (illustratie),300188975,Tribut envoyé par les Animaux à Alexandre,1,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,167,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000105/508,438,976,869/max/0/default.jpg",Figuur (illustratie),300188975,Le Renard & le Buste,,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,172,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000118/1547,373,977,858/max/0/default.jpg",Figuur (illustratie),300188975,Le Renard ayant la queuë coupée,,,,,7,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,199,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000126/482,400,967,848/max/0/default.jpg",Figuur (illustratie),300188975,La Poule aux Oeufs d'or,,,1,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,214,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000126/1546,381,967,848/max/0/default.jpg",Figuur (illustratie),300188975,L'Ane portant des Reliques,,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,215,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000128/504,381,967,836/max/0/default.jpg",Figuur (illustratie),300188975,Le Serpent & la Lime,,,,1,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,218,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000131/471,434,961,826/max/0/default.jpg",Figuur (illustratie),300188975,Le Lion s'en allant en guerre,1,1,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,224,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000133/482,419,983,852/max/0/default.jpg",Figuur (illustratie),300188975,L'Ane vêtu de la peau du Lion,,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,228,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000137/1577,377,968,848/max/0/default.jpg",Figuur (illustratie),300188975,"Le Cochet , le Chat & le Souriceau",,,1,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,237,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000138/1578,430,965,837/max/0/default.jpg",Figuur (illustratie),300188975,"Le Renard , le Singe & les Animaux",1,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,239,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000140/1594,430,943,834/max/0/default.jpg",Figuur (illustratie),300188975,Le Vieillard & l'Ane,,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,243,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000143/1590,393,950,842/max/0/default.jpg",Figuur (illustratie),300188975,L'Ane & ses Maîtres,,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,249,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000145/1541,393,947,849/max/0/default.jpg",Figuur (illustratie),300188975,Le Villageois & le Serpent,,,,1,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,253,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000146/1564,412,950,879/max/0/default.jpg",Figuur (illustratie),300188975,Le Lion malade & le Renard,,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,255,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000148/1561,393,951,857/max/0/default.jpg",Figuur (illustratie),300188975,Le Cheval & l'Ane,,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,259,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000151/520,382,970,835/max/0/default.jpg",Figuur (illustratie),300188975,Le Charlatan,,1,,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,264,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000157/1573,404,951,813/max/0/default.jpg",Figuur (illustratie),300188975,Les Animaux malades de la Peste,,1,,,2,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,7,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000164/1629,393,959,850/max/0/default.jpg",Figuur (illustratie),300188975,La Cour du Lion,1,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,21,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000171/1615,379,954,841/max/0/default.jpg",Figuur (illustratie),300188975,Les deux Coqs,,,6,,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,35,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000177/498,381,988,860/max/0/default.jpg",Figuur (illustratie),300188975,La tête & la queue du Serpent,,,,1,,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,46,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
"https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/canvas/00000182/1597,393,978,857/max/0/default.jpg",Figuur (illustratie),300188975,"Le Lion , le Loup & le Renard",1,,,,1,Diepdruk,300041338,,B. [Bernard],Picart,a::920.11934:1.3,Illustrator,Hyacinthe,Rigault [Rigaud],a::920.70494:1.2,Illustrator,c:lvd:13223500,,o:lvd:3361312,Fables choisies. Mises en vers,57,[Jean],"Fontaine, de la",a::920.268:1.12,Auteur,Jean-Baptiste,Rousseau,a::920.63622:1,Medewerker,Zacharie [Zacharias II],Chatelain,a::06.2758:1.1,Uitgever,Amsterdam,1727-1728,https://anet.be/iiif/5cf40666d4d727bc96a63a991e23fe2f22a434f0/manifest,MAG-P 11.1273,"https://anet.be/record/opacuantwerpen/c:lvd:13223500/N
"
